orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
6006,13-2867881,Little Sisters of the Assumption Family Health Service,Human Services,New York,NY,3,0,"322,687","3,875,518","4,387,449","278,080",17.39,85.1,0.6,0.20,Children's and Family Services,Providing services to the most vulnerable families in East Harlem,50.51,http://www.littlesistersfamily.org,"5,149,703","146,417",2.9,"7,752,533",33.11,2.84,2,"-1,274,185",6.2,"439,567","3,597,438",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6006,8.5,mailto:bfink@lsafhs.org,1.46,3
6137,35-1007734,Little Sisters of the Poor of Indianapolis,Human Services,Indianapolis,IN,4,0,"522,918","5,459,484","4,947,491","141,049",20.89,87.0,6.0,0.08,Social Services,Providing a loving home for needy elderly,59.07,http://www.littlesistersofthepoorindianapolis.org/,"5,683,815",Not compensated,3.6,"3,007,553",38.17,--,3,"-224,331",9.2,"213,406","5,318,435",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6137,3.7,mailto:devindianapolis@littlesistersofthepoor.org,0.52,3
8761,36-2443793,Little Sisters of the Poor of Palatine - Saint Joseph's Home for the Elderly,Human Services,Palatine,IL,3,0,"658,098","4,803,168","4,870,241","831,259",9.75,85.5,-3.0,0.11,Social Services,Caring for the elderly poor in the spirit of humble service,44.31,http://www.littlesistersofthepoorpalatine.org/,"5,695,766",Not compensated,1.6,"5,156,833",34.56,--,1,"-892,598",11.5,"167,427","3,971,909",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8761,2.9,mailto:clpalatine@littlesistersofthepoor.org,0.90,2
7686,25-0974310,Little Sisters of the Poor of Pittsburgh,Human Services,Pittsburgh,PA,4,0,"555,497","5,946,812","6,515,475","143,663",20.02,89.7,-3.7,0.06,Social Services,Tenderly caring for the elderly poor since 1872,59.00,http://www.littlesistersofthepoor-pittsburgh.org/,"7,257,370",Not compensated,10.1,"26,781,793",38.97,--,3,"-1,310,558",7.6,"186,398","5,803,149",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7686,2.5,mailto:adevpittsburgh@littlesistersofthepoor.org,3.39,3
8307,53-0227542,"Little Sisters of the Poor of Washington, DC",Human Services,Washington,DC,4,0,"533,788","6,606,372","6,284,744","113,811",29.82,90.3,8.0,0.04,Social Services,Providing nursing and assisted living services to the elderly poor,68.86,http://www.littlesistersofthepoor.org/,"6,953,299",Not compensated,9.8,"12,967,972",39.03,--,4,"-346,927",7.6,"134,767","6,492,561",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8307,1.9,mailto:serenity@littlesistersofthepoor.org,1.86,4
10164,86-0947944,Little Star Foundation,Health,Hesperus,CO,2,0,"250,128","490,606","2,592,781","-96,556",20.00,82.7,-33.1,0.49,Patient and Family Support,Helping children in need,50.77,http://www.littlestar.org,"3,133,964","88,000",37.9,"27,400,312",30.77,2.80,3,"-2,643,358",7.9,"291,055","587,162",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10164,9.2,mailto:info@littlestar.org,8.74,3
8000,46-0368556,Lives Under Construction Boys Ranch,Human Services,Lampe,MO,4,0,"82,234","1,219,741","1,012,588","-82,920",24.95,89.9,7.6,0.02,"Youth Development, Shelter, and Crisis Services",Changing the way America saves at-risk youth,63.94,http://www.lucboys.org/,"1,125,666","43,200",4.9,"3,460,613",38.99,3.83,4,"94,075",7.3,"30,844","1,302,661",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8000,2.7,mailto:mmortman@centurytel.net,3.07,4
9300,23-2734689,Living Beyond Breast Cancer,Health,Haverford,PA,4,0,"185,066","2,852,459","2,837,634","301,759",30.00,89.0,16.6,0.06,"Diseases, Disorders, and Disciplines",Empowering all women affected by breast cancer to live as long as possible with the best quality of life,68.90,http://www.lbbc.org,"3,185,452","136,468",26.0,"4,268,441",38.90,4.28,4,"-332,993",5.8,"162,752","2,550,700",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9300,5.1,mailto:mail@lbbc.org,1.33,4
4009,95-3385354,The Living Desert,Animals,Palm Desert,CA,1,0,"2,959,863","8,718,199","5,679,507","1,889,986",12.50,63.0,-2.5,0.09,Zoos and Aquariums,"Desert conservation through preservation, education and appreciation",38.81,http://www.livingdesert.org,"9,003,580","55,000",1.3,"38,725,660",26.30,0.61,2,"-285,381",32.8,"364,210","6,828,213",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4009,4.0,mailto:ilewis@livingdesert.org,3.67,1
10891,36-4244353,Living Lands and Waters,Environment,East Moline,IL,3,0,"160,194","1,143,849","785,897","25,043",17.36,76.0,4.3,0.08,Environmental Protection and Conservation,Coming to a river near you,52.47,http://www.livinglandsandwaters.org/,"1,033,266","65,169",1.7,"631,112",35.10,6.30,2,"110,583",15.5,"87,175","1,118,806",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10891,8.4,mailto:madeline@livinglandsandwaters.org,0.61,3
9700,76-0324875,Living Water International,International,Stafford,TX,3,0,"903,351","12,287,754","11,515,882","61,420",25.00,82.0,18.1,0.13,Development and Relief Services,Providing a cup of water in Jesus' name,58.20,,"14,033,788","121,000",36.4,"5,982,973",33.20,0.86,4,"-1,746,034",6.4,"1,614,555","12,226,334",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9700,11.5,,0.42,3
9842,52-1076232,Liz Lerman Dance Exchange,"Arts, Culture, Humanities",Takoma Park,MD,0,0,"231,372","1,093,393","882,900","1,821",11.78,61.8,0.5,0.67,Performing Arts,Dance matters,29.10,http://www.danceexchange.org,"1,428,558","70,700",-9.4,"830,148",17.32,4.94,1,"-335,165",16.1,"314,286","1,091,572",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9842,22.0,mailto:mail@danceexchange.org,0.58,1
7746,04-3066693,Lloyd Center for the Environment,Environment,Dartmouth,MA,4,0,"86,437","755,410","562,670","-67,132",20.00,82.2,13.8,0.05,Environmental Protection and Conservation,Protecting nature through research and education,57.76,http://www.lloydcenter.org/,"684,050","
                  None reported",-1.0,"2,371,875",37.76,--,3,"71,360",12.6,"34,943","822,542",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7746,5.1,mailto:jcornell@lloydcenter.org,1.44,3
6600,93-0584318,Loaves & Fishes Centers,Human Services,Portland,OR,3,0,"549,933","9,276,871","7,799,905","137,659",29.74,85.7,13.1,0.10,Social Services,The Meals-on-Wheels people,65.81,http://www.loavesandfishesonline.org/,"9,093,521","122,186",9.7,"13,047,212",36.07,1.34,4,"183,350",6.0,"743,683","9,139,212",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6600,8.1,mailto:gbyer@lfcpdx.org,1.39,4
4011,13-3030229,Local Initiatives Support Corporation,Public Benefit,New York,NY,4,0,"11,923,458","110,664,625","101,070,242","5,954,551",23.69,84.8,4.0,0.07,Community and Housing Development,Helping neighbors build communities,62.18,http://www.lisc.org/,"119,065,373","419,098",5.9,"141,532,320",38.48,0.35,4,"-8,400,748",10.0,"6,071,673","104,710,074",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4011,5.0,mailto:info@lisc.org,1.18,4
9285,65-0755522,Locks of Love,Health,West Palm Beach,FL,3,0,"230,207","1,925,345","1,041,105","37,706",18.31,80.6,4.5,0.02,Patient and Family Support,Providing hairpieces to children suffering from long-term medical hair loss,53.87,http://www.locksoflove.org,"1,291,497","56,952",-0.5,"5,220,701",35.56,4.40,3,"633,848",17.8,"20,185","1,887,639",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9285,1.5,mailto:info@locksoflove.org,4.04,3
9310,59-1209720,LOGOI,Religion,Miami,FL,1,0,"84,638","779,612","574,752","178,389",18.75,69.1,-3.4,0.28,Religious Activities,"The place to go when Spanish pastors need help, advice and encouragement",43.17,http://logoi.org,"830,741","89,600",4.1,"877,337",24.41,10.78,3,"-51,129",10.1,"171,351","601,223",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9310,20.6,mailto:logoi@logoi.org,1.05,2
8748,16-0743047,"Lollypop Farm, the Humane Society of Greater Rochester",Animals,Fairport,NY,2,0,"281,822","4,403,760","3,821,186","612,065",16.05,81.3,-2.4,0.21,"Animal Rights, Welfare, and Services",Building lifelong bonds between people and animals,46.68,http://www.lollypop.org,"4,698,484","113,076",4.8,"12,404,080",30.63,2.40,2,"-294,724",5.9,"595,476","3,791,695",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8748,12.6,mailto:info@Lollypop.org,2.56,2
4012,95-1816009,Loma Linda University,Education,Loma Linda,CA,1,0,"149,308,569","288,716,301","146,225,981","119,385,390",11.29,49.2,-2.4,0.01,"Universities, Graduate Schools, and Technological Institutes",A Seventh-day Adventist educational health-sciences institution,36.22,http://www.llu.edu/,"296,691,563",Not compensated,-11.7,"458,409,855",24.92,--,1,"-7,975,262",50.3,"1,157,013","169,330,911",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4012,0.3,mailto:agrohar@llu.edu,1.18,1
7332,76-0213778,Lone Star Flight Museum,"Arts, Culture, Humanities",Galveston,TX,0,0,"875,587","1,462,673","1,163,103","6,168",26.78,52.6,3.0,0.23,Museums,"Restoring, preserving, and displaying our aviation heritage",48.87,,"2,210,387","97,308",20.9,"15,177,598",22.09,4.40,4,"-747,714",39.6,"171,697","1,456,505",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7332,7.7,,6.86,2
8231,95-2567271,Long Beach Museum of Art,"Arts, Culture, Humanities",Long Beach,CA,4,0,"262,370","5,707,886","2,384,902","890,241",17.50,85.0,23.8,0.03,Museums,Bringing people together to celebrate the arts,56.00,http://www.lbma.org,"2,805,476","125,000",-9.1,"5,688,158",38.50,4.45,3,"2,902,410",9.3,"158,204","4,817,645",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8231,5.6,mailto:edf@lbma.org,1.95,3
5901,11-2926958,Long Island Alzheimer's Foundation,Health,Port Washington,NY,3,0,"59,208","1,122,359","1,188,335","218,894",10.00,87.4,-10.0,0.14,"Diseases, Disorders, and Disciplines",Helping to lighten the burden,45.25,http://www.liaf.org,"1,359,260","47,917",-5.1,"1,903,758",35.25,3.52,1,"-236,901",4.3,"111,717","903,465",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5901,8.2,mailto:info@liaf.org,1.17,2
8621,11-2524512,Long Island Cares,Human Services,Hauppauge,NY,3,0,"505,647","10,168,216","8,713,243","46,246",30.00,91.9,11.7,0.02,"Food Banks, Food Pantries, and Food Distribution",Working to end hunger on Long Island since 1980,64.19,http://www.licares.org/,"9,477,250","90,000",10.6,"4,492,926",34.19,0.94,4,"690,966",5.3,"258,360","10,121,970",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8621,2.7,mailto:ramato@licares.org,0.46,4
7753,11-3035221,Long Island Children's Museum,"Arts, Culture, Humanities",Garden City,NY,1,0,"802,648","4,012,257","3,304,658","525,197",15.80,71.0,6.8,0.26,Museums,"Play, learn, and have fun",43.13,http://www.licm.com/,"4,653,370","151,731",0.0,"4,422,584",27.32,3.26,2,"-641,113",17.2,"546,064","3,487,060",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7753,11.7,mailto:membership@licm.com,0.95,2
11090,11-3161238,Long Island Teen Challenge,Health,West Babylon,NY,2,0,"310,609","2,287,731","1,670,688","-21,202",20.00,75.4,17.2,0.20,Treatment and Prevention Services,Restoring broken lives - fulfilling destinies,50.04,http://www.LongIslandTC.com,"2,213,796","36,200",15.0,"243,015",30.04,1.63,3,"73,935",14.0,"232,499","2,308,933",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11090,10.5,mailto:admin@litc04.com,-0.01,3
4014,11-1633516,Long Island University,Education,Brookville,NY,3,0,"20,396,412","431,694,840","408,663,875","3,165,855",16.79,93.6,3.8,0.32,"Universities, Graduate Schools, and Technological Institutes",Providing access to the American dream through excellence in higher education since 1926,51.16,http://www.liu.edu,"436,243,397","534,273",4.2,"197,913,876",34.36,0.12,2,"-4,548,557",4.6,"7,183,110","428,528,985",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4014,1.6,mailto:annualfund@liu.edu,0.35,3
8620,06-6073063,Long Wharf Theatre,"Arts, Culture, Humanities",New Haven,CT,4,0,"692,181","10,446,676","5,371,897","-20,910",20.00,80.8,24.9,0.07,Performing Arts,A leader in American professional theater,58.08,http://www.longwharf.org/,"6,641,023","89,762",9.9,"7,221,989",38.08,1.35,3,"3,805,653",10.4,"576,945","10,467,586",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8620,8.6,mailto:info@longwharf.org,-0.12,3
10372,04-2130848,Longy School of Music,Education,Cambridge,MA,2,0,"1,507,211","7,333,914","6,881,538","-88,039",27.50,77.8,8.1,0.74,Other Education Programs and Services,Preparing musicians to make a difference in the world,55.16,http://www.longy.edu,"8,838,728","157,500",22.2,"11,553,658",27.66,1.78,4,"-1,504,814",17.0,"449,979","7,421,953",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10372,5.0,mailto:music@longy.edu,0.73,3
7532,04-2203829,Longyear Museum,"Arts, Culture, Humanities",Chestnut Hill,MA,2,0,"776,985","2,085,603","2,534,654","-1,414,237",29.82,68.3,16.9,0.11,Museums,Advancing the understanding of the life and work of Mary Baker Eddy,59.15,http://www.longyear.org,"3,708,350","118,192",8.9,"34,982,281",29.33,3.18,4,"-1,622,747",20.9,"396,711","3,499,840",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7532,10.6,mailto:letters@longyear.org,9.21,3
8919,06-0653119,The Loomis Chaffee School,Education,Windsor,CT,2,0,"2,507,359","26,625,195","35,816,849","-5,659,782",16.48,88.2,-3.0,0.41,Private Elementary and Secondary Schools,Our best selves,47.81,http://www.loomischaffee.org,"40,573,711","170,000",5.7,"200,993,488",31.32,0.41,2,"-13,948,516",6.1,"2,249,503","32,284,977",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8919,5.5,mailto:tim_struthers@loomis.org,3.37,2
10139,95-4459427,Los Angeles Alliance for a New Economy,Public Benefit,Los Angeles,CA,2,0,"473,453","3,052,482","2,322,328","30,398",27.50,72.1,19.2,0.16,Community and Housing Development,A new economy for all,59.71,http://www.laane.org/,"3,217,179","85,031",17.7,"2,084,836",32.21,2.64,4,"-164,697",14.7,"421,398","3,022,084",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10139,13.0,mailto:info@laane.org,0.64,3
9199,95-3273046,The Los Angeles Conservancy,"Arts, Culture, Humanities",Los Angeles,CA,4,0,"237,744","1,807,285","1,421,781","-8,923",22.36,81.2,3.4,0.06,"Libraries, Historical Societies and Landmark Preservation",Preserving and revitalizing greater Los Angeles' architectural heritage,60.49,http://www.laconservancy.org/,"1,749,855","143,922",5.4,"2,653,701",38.12,8.22,3,"57,430",13.5,"90,330","1,816,208",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9199,5.1,mailto:member@laconservancy.org,1.51,4
4135,95-2264067,Los Angeles County Museum of Art,"Arts, Culture, Humanities",Los Angeles,CA,4,0,"9,723,354","22,754,561","84,590,855","-45,223,177",23.32,86.6,-3.9,0.07,Museums,"Collecting, conserving, exhibiting, and interpreting significant works of art",61.98,http://www.lacma.org,"97,672,935","836,148",13.0,"283,171,860",38.66,0.85,4,"-74,918,374",9.9,"3,358,726","67,977,738",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4135,3.4,mailto:membership@lacma.org,2.68,4
4017,95-2096402,Los Angeles Opera,"Arts, Culture, Humanities",Los Angeles,CA,3,0,"9,738,829","53,534,892","48,954,367","-213,338",18.83,79.6,5.1,0.08,Performing Arts,Producing operas and expanding the cultural interests of Los Angeles,53.95,http://www.losangelesopera.com,"61,469,431","414,232",13.3,"10,565,133",35.12,0.67,3,"-7,934,539",15.8,"2,776,235","53,748,230",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4017,4.5,mailto:join@laopera.com,-0.14,3
4018,95-1696734,The Los Angeles Philharmonic,"Arts, Culture, Humanities",Los Angeles,CA,3,0,"8,791,137","84,052,500","76,893,517","-7,046,348",15.14,85.0,1.1,0.20,Performing Arts,Southern California's leading performing arts institution,48.64,http://www.laphil.org,"90,448,029","1,370,545",5.0,"108,223,928",33.50,1.51,2,"-6,395,529",9.7,"4,763,375","91,098,848",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4018,5.2,mailto:friends@laphil.org,0.33,2
8528,95-4700442,Los Angeles Police Foundation,Human Services,Los Angeles,CA,3,0,"226,795","3,299,466","3,843,223","32,877",22.50,86.3,24.8,0.11,Multipurpose Human Service Organizations,Helping the LAPD serve our communities,58.31,http://www.lapolicefoundation.org,"4,452,157","142,500",41.6,"724,017",35.81,3.20,4,"-1,152,691",5.0,"382,139","3,266,589",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8528,8.5,mailto:contact@lapdonline.org,0.16,3
4019,95-3135649,Los Angeles Regional Foodbank,Human Services,Los Angeles,CA,4,0,"866,611","59,622,795","56,552,711","130,195",25.13,96.5,10.1,0.02,"Food Banks, Food Pantries, and Food Distribution",Fighting hunger. Giving hope.,64.78,http://www.lafightshunger.org,"58,573,115","153,030",7.6,"12,663,848",39.65,0.26,4,"1,049,680",1.4,"1,153,793","59,492,600",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4019,1.9,mailto:nnagel@lafoodbank.org,0.21,4
10101,72-6000696,Louisiana Baptist Children's Home,Human Services,Monroe,LA,3,0,"578,593","3,520,085","3,906,178","-243,302",13.91,75.0,-2.2,0.19,Children's and Family Services,Where love takes you in,46.42,,"5,202,221","146,256",2.4,"26,531,676",32.50,2.81,2,"-1,682,136",11.1,"717,450","3,763,387",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10101,13.7,,3.35,2
9972,72-0471368,Louisiana SPCA,Animals,New Orleans,LA,2,0,"55,997","5,705,583","3,701,317","924,505",21.11,81.5,12.7,0.18,"Animal Rights, Welfare, and Services",Unleash your heart,51.76,http://www.la-spca.org/,"4,539,328","95,967",1.1,"22,522,135",30.65,2.11,3,"1,166,255",1.2,"782,014","4,781,078",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9972,17.2,mailto:info@la-spca.org,4.96,3
8695,61-6000384,Louisville Orchestra,"Arts, Culture, Humanities",Louisville,KY,3,0,"526,315","6,574,395","6,311,725","264,691",10.00,85.4,1.2,0.12,Performing Arts,High performance,46.04,http://www.louisvilleorchestra.org/,"7,388,071","
                  None reported",-1.0,"2,599,884",36.04,--,1,"-813,676",7.1,"550,031","6,309,704",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8695,7.4,mailto:info@louisvilleorchestra.org,0.25,2
7870,61-1259787,Louisville Public Media,"Arts, Culture, Humanities",Louisville,KY,2,0,"871,538","4,282,307","2,719,464","75,270",18.47,70.1,4.7,0.13,Public Broadcasting and Media,Serving Louisville and Southern Indiana,50.48,http://www.louisvillepublicmedia.org/,"3,878,937","131,360",-1.4,"6,661,375",32.01,3.38,3,"403,370",22.4,"287,935","4,207,037",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7870,7.4,mailto:membership@louisvillepublicmedia.org,1.71,3
5186,31-0971742,Louisville Zoo Foundation,Animals,Louisville,KY,0,0,"40,089","4,101,142","66,459","70,757",20.00,40.1,8.4,0.01,Zoos and Aquariums,Benefiting and furthering the development of the Louisville Zoo,39.01,,"165,371","
                  None reported",-66.5,"12,070,436",19.01,--,3,"3,935,771",24.2,"58,823","4,030,385",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5186,35.5,,72.99,1
8431,59-2672303,"Love A Child, Inc.",International,Riverview,FL,4,0,"1,123,039","28,052,482","25,803,854","46,237",25.00,91.3,11.7,0.04,Development and Relief Services,Ministering to the poorest of the poor in Haiti,64.12,,"28,245,299","87,470",12.5,"3,962,436",39.12,0.30,4,"-192,817",3.9,"1,318,406","28,006,245",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8431,4.6,,0.14,4
12396,06-1710161,Love Without Boundaries,International,Edmond,OK,4,0,"121,398","1,266,223","1,187,365","-7,330",21.01,89.1,3.2,0.01,Development and Relief Services,Changing the lives of orphans in China,59.92,,"1,332,333","
                  None reported",6.5,"668,330",38.91,--,3,"-66,110",9.1,"23,570","1,273,553",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12396,1.7,,0.50,3
4021,58-1730035,Love Worth Finding,Religion,Memphis,TN,3,0,"475,634","6,374,023","5,404,996","685,887",7.50,79.6,-11.5,0.15,Religious Media and Broadcasting,Bringing people to Christ and maturing them in the faith,40.02,http://www.lwf.org,"6,783,484","130,875",-12.6,"3,924,736",32.52,1.92,1,"-409,461",7.0,"902,854","5,688,136",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4021,13.3,mailto:lwfoper@lwf.org,0.57,2
12525,20-1168284,Love146,International,New Haven,CT,2,0,"180,695","1,416,710","868,924","23,602",25.00,74.2,83.5,0.08,"International Peace, Security, and Affairs",End child sex slavery and exploitation,57.42,http://www.love146.org,"1,169,794","
                  None reported",73.9,"349,007",32.42,--,4,"246,916",15.4,"120,175","1,393,108",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12525,10.2,mailto:info@love146.org,0.29,3
8996,58-0619038,The Lovett School,Education,Atlanta,GA,3,0,"5,298,534","44,358,099","30,614,677","2,499,986",22.64,80.9,9.3,0.15,Private Elementary and Secondary Schools,Developing the total child,58.23,http://www.lovett.org,"37,834,413","299,436",5.1,"121,056,142",35.59,0.79,4,"6,523,686",14.0,"1,921,202","41,858,113",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8996,5.0,mailto:aspencer@lovett.org,2.71,3
7091,52-1160024,Loving Grace Ministries,Religion,Lafayette,NJ,4,0,"128,929","1,077,770","836,329","1,098",11.43,78.7,0.2,0.09,Religious Media and Broadcasting,Proclaiming the Gospel & new covenant of Jesus Christ,49.07,http://www.lovinggrace.org/,"1,062,136","144,956",-2.2,"757,211",37.63,13.64,1,"15,634",12.1,"96,878","1,076,672",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7091,9.1,mailto:loving@lovinggrace.org,0.71,2
6622,57-0751835,Lowcountry Food Bank,Human Services,Charleston,SC,4,0,"530,533","23,456,742","21,252,943","84,935",30.00,95.2,14.0,0.02,"Food Banks, Food Pantries, and Food Distribution",A common sense solution to hunger,69.52,http://www.lowcountryfoodbank.org,"22,313,184","95,326",16.7,"6,091,001",39.52,0.42,4,"1,143,558",2.3,"529,708","23,371,807",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6622,2.3,mailto:administration@lcfbank.org,0.27,4
4023,46-6017094,Lowell Lundstrom Ministries,Religion,Sisseton,SD,3,0,"193,728","3,407,606","3,435,649","34,148",20.00,85.7,-4.2,0.13,Religious Media and Broadcasting,A consuming passion for souls,56.07,,"4,006,238","96,705",11.1,"4,344,655",36.07,2.41,3,"-598,632",4.8,"376,861","3,373,458",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4023,9.4,,1.08,3
9091,86-0098918,Lowell Observatory,"Arts, Culture, Humanities",Flagstaff,AZ,3,0,"1,152,020","14,511,297","4,308,894","396,716",26.06,76.2,19.7,0.01,Museums,Pursuing the study of astronomy,61.18,http://www.lowell.edu,"5,654,513","64,857",5.1,"39,566,169",35.12,1.14,4,"8,856,784",20.3,"193,599","14,114,581",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9091,3.4,mailto:friends@lowell.edu,6.97,4
8077,95-1643334,Loyola Marymount University,Education,Los Angeles,CA,2,0,"62,680,600","329,908,000","256,358,400","-7,077,000",26.44,78.0,6.9,0.29,"Universities, Graduate Schools, and Technological Institutes",The service of faith and the promotion of justice,56.74,,"328,337,000","
                  None reported",6.4,"662,145,000",30.30,--,4,"1,571,000",19.0,"9,298,000","336,985,000",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8077,2.8,,1.57,3
4025,36-1408475,Loyola University Chicago,Education,Chicago,IL,4,0,"38,223,264","515,169,519","489,092,808","-48,092,641",26.54,90.9,4.9,0.08,"Universities, Graduate Schools, and Technological Institutes",Preparing people to lead extraordinary lives,65.64,,"537,758,091",Not compensated,7.8,"614,448,350",39.09,--,4,"-22,588,572",7.1,"10,442,019","563,262,160",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4025,1.9,,0.92,4
8691,59-3085528,The LPGA Foundation,Human Services,Daytona Beach,FL,3,0,"101,606","1,081,478","752,803","90,633",22.55,76.9,5.3,0.13,Multipurpose Human Service Organizations,Empowering and supporting girls and women,55.24,http://www.lpgafoundation.org/,"978,883",Not compensated,3.4,"2,618,050",32.69,--,4,"102,595",10.3,"124,474","990,845",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8691,12.7,mailto:foundation.scholarships@lpga.com,2.67,3
6221,52-1263436,Ludwig von Mises Institute,Public Benefit,Auburn,AL,3,0,"441,350","2,735,021","2,362,719","418,462",30.00,75.2,14.6,0.15,Research and Public Policy Institutions,Advancing the scholarship of liberty in the tradition of the Austrian School,62.52,http://www.mises.org/,"3,139,334","163,255",10.7,"17,592,779",32.52,5.20,4,"-404,313",14.0,"335,265","2,316,559",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6221,10.6,mailto:contact@mises.org,5.15,4
4027,93-0713827,Luis Palau Association,Religion,Beaverton,OR,3,0,"1,115,476","13,783,886","12,741,848","429,109",18.07,82.2,2.2,0.12,Religious Media and Broadcasting,"Proclaiming the gospel, mobilizing the church and equipping the next generation",51.30,,"15,492,725","123,181",4.6,"8,545,490",33.22,0.79,3,"-1,708,839",7.1,"1,635,401","13,354,777",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4027,10.5,,0.55,3
10469,91-1821040,Lung Cancer Alliance,Health,Washington,DC,3,0,"172,391","1,954,359","1,486,398","28,625",27.50,76.8,14.5,0.14,"Diseases, Disorders, and Disciplines",No more excuses. No more lung cancer.,60.18,,"1,934,745","215,000",9.5,"1,155,875",32.68,11.11,4,"19,614",8.9,"275,956","1,925,734",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10469,14.2,,0.59,4
10606,36-4433410,LUNGevity Foundation,Public Benefit,Chicago,IL,1,0,"181,823","1,929,075","1,345,096","-100,483",30.00,73.1,39.4,0.15,Fundraising Organizations,Dedicated to funding lung cancer research.,57.31,http://lungevity.org,"1,839,076","108,096",49.7,"2,744,076",27.31,5.87,4,"89,999",9.8,"312,157","2,029,558",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10606,16.9,mailto:info@lungevity.org,1.49,3
7042,43-1131436,Lupus Foundation of America,Health,Washington,DC,1,"21,750","542,190","9,599,747","7,307,775","121,499",20.52,73.8,1.7,0.23,"Diseases, Disorders, and Disciplines",Dedicated to finding the causes and cure for lupus,45.40,,"9,902,126","238,932",10.0,"2,677,144",24.88,2.41,3,"-302,379",5.4,"2,052,161","9,478,248",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7042,20.7,,0.25,2
